id,text,label
4472263527031149,丹人映像超话你是我的心上人，未来去找你！你用你万能的引力，将我拉住！@王珞丹情人节快乐！#王珞丹不老奇事#Dc魏依宸的微博视频,情人节快乐
4472263409539536,肖战超话✨环游遍了整个星系找不到比你更亮的星星🌹将这束玫瑰赠你，愿你永远幸福美满❤️迟到的情人节快乐❤️分享一个“战”“羡”哦！原图都是抱的，本来没有那束🌹，但是嘴型有些对不上，显得有些...怪异？所以就在网上找了一束玫瑰，第一次...全文,情人节快乐
4471907149539788,“想见你，只想见你，未来过去，我只想见你”许光汉柯佳嬿八三夭施柏宇孙盛希《想见你》情人节快乐iieunx的微博视频,情人节快乐
4472173274377008,库里、鲁尼、维金斯和扎扎祝大家情人节快乐#NBA吐槽大会#,情人节快乐
4472020689701636,大噶！情人节快乐！没啥好送的！坪轮里楸5个仙女请喝奶茶！,情人节快乐
4472198855187076,#艾伦送花给陈乔恩#昨晚，陈乔恩在微博晒出了男友艾伦送的玫瑰花，并配文：“我的向日葵，情人节快乐。”艾伦也在社交平台po出照片，除了玫瑰花外，还有绣有两人英文名字“ALAN♥JOE”的抱枕，十分甜蜜。,情人节快乐
4472262998379844,FF14超话最终幻想14超话情人节快乐！迟来一天的图！情人节就算一个人也要拍照！（爆音！逮了俩只拉拉肥亲友参演《情人节的早餐》本来用的是魔法宫殿的那个铁窗子，最后决定太丑还是找了素材图片换掉了233p1拉拉肥出镜@美知留michiru和她的cp！@最终幻想14_秘银之眼杂志社@欧米茄幻境...全文,情人节快乐
4472262936082765,无聊做个混剪今晚八点直播间见@ODD陈思键odd陈思键超话🕳#陈思键这里没有大人巡演#OddUncle的微博视频,情人节快乐
4472222670283503,还没下载绿洲的毛毛们快去下载一下吧，有绿洲的毛毛也快去点赞一下哟，给杨洋更好的数据我们的点赞很差！！！小团微博大家都评论打卡，转发扩散一下分享@杨洋的@绿洲动态：情人节快乐~绿洲,情人节快乐
4472234174878231,#amyadams#艾米亚当斯的老公DarrenLeGallo晒出aa和女儿Aviana的自拍合影祝大家情人节快乐,情人节快乐
4472262113733009,2020情人节快乐单身狗的情人节哈哈,情人节快乐
4472262025356692,2月14号早晨我爸给我打电话叮嘱了可多可多做好防护的叮嘱之后……我爸：你妈呢？我：那你怎么不直接给我妈打电话呀我爸：现在啥也买不了你带一句节日快乐我：你酝酿酝酿，自己讲啦~挂断电话之后，我妈闻声过来……我妈：跟谁打电话呢？我：我爸啊我妈：哦🙄我：我爸要给你说情人节快乐呢！...全文,情人节快乐
4472196024222969,情人节快乐🐽正在播放《小小恋歌》蒸蒸●━━━━━━───────5:20⇆◁❚❚▷↻还是把视频也发上来吧唉主要背景音是我自己唱的，我感觉不好听Berryley的微博视频,情人节快乐
4472261639233455,哎呀！……醒来又发现自己又错过了一个节日！带上发小一起啦！（唯一出过一次门的照片，现在我是宅到分不清东南西北了！）㊗️情人节快乐,情人节快乐
4472261342146396,情人节快乐空间太小音色没出来Vicky_wener的微博视频,情人节快乐
4472261123756755,这是一把带着时差的狗粮！詹姆斯ins秀恩爱：情人节快乐，我的王后！瞅瞅这肉麻的小眼神儿，鸡皮疙瘩掉一地~#情人节##詹姆斯##NBA吐槽大会#哈说ball道的微博视频,情人节快乐
4472261119692207,#篮天下#今天是美国时间“情人节”，快看看NBA球员们是如何秀恩爱的，尺度有点大，这不是开往幼儿园的车，祝大家情人节快乐！lmageviains,情人节快乐
4472261639233455,哎呀！……醒来又发现自己又错过了一个节日！带上发小一起啦！（唯一出过一次门的照片，现在我是宅到分不清东南西北了！）㊗️情人节快乐,情人节快乐
4472261342146396,情人节快乐空间太小音色没出来Vicky_wener的微博视频,情人节快乐
4472261123756755,这是一把带着时差的狗粮！詹姆斯ins秀恩爱：情人节快乐，我的王后！瞅瞅这肉麻的小眼神儿，鸡皮疙瘩掉一地~#情人节##詹姆斯##NBA吐槽大会#哈说ball道的微博视频,情人节快乐
4472261119692207,#篮天下#今天是美国时间“情人节”，快看看NBA球员们是如何秀恩爱的，尺度有点大，这不是开往幼儿园的车，祝大家情人节快乐！lmageviains,情人节快乐
4472142143555494,情人节快乐！我知道最后肯定he但这么虐财前我仍旧,情人节快乐
4472017656549062,UNINE超话#全世界最好的UNINE#📣2020年度巨制《星际穿越之极光之旅》📣新生代偶像男团UNINE倾情出演穿越太空揭秘未知前方是极光之旅记得有人一直在这里等你我想每个男孩子都有探索宇宙的梦吧帮各位实现了情人节快乐@UNINE_李汶翰@UNINE_李振宁@UNINE_姚明明...全文,情人节快乐
4472260972578755,補發昨日提心吊膽度過的情人節🌹特殊的日子連情人節耶顯得與以往不同相信愛能戰勝一切情人節快樂！安阳·安阳万达嘉华酒店,情人节快乐
4472248238542956,詹贝小唱了段StandByMe祝大伙情人节快乐💗#JamesBay#JamesBay超话詹贝贝超话JamesBayUpdates的微博视频,情人节快乐
4472028486332929,GoldenChild超话终于完成人生第一次的一键换装🎉耗费3天时间，本想900天来个纪念，奈何自己太废无法做到德芙巧克力一键丝滑还是要庆祝和我童的900天情人节快乐！也要感谢一直鼓（cui）励（cu）我的集美们爱你们唷🌻视频结尾有10个ending哟！等等贪吃痣的微博视频,情人节快乐
4472036569468995,网页链接【VD】没有尾巴的恶魔分级：Nc-17紧赶慢赶还是迟了【没事我们过美国时间的情人节【草懒得捉虫，设定五代后蛋某天长出了尾巴的if，感谢阿绯的倾情翻译@绯寒桜【对不起是我太菜了Orz】文中蛋真魔人长的尾巴参照p1祝食用愉快，迟到的情人节快乐,情人节快乐
4472260117445035,情人节快乐呀！！#折耳鱼不呼吸#斗鱼网红小姐姐Lovely璐璐酱身材太🉑啦泳池play男友这个真的太好看啦，麻豆传媒映画专注于摄影，张贺玉小姐姐视频好好看啊虎牙古阿扎小姐姐太可爱了#古阿扎视频##不吃香菜yui#健身女教练和会员发生了还有最近台湾Swag女主播吴梦梦很火啊🙈🙈?...全文,情人节快乐
4471951088739729,#鸣鸟不飞#鸣鸟不飞剧场版先行图公开，上映倒计时一天！！！！！老大＆百目鬼情人节快乐！,情人节快乐
4472021553513719,带女粉打游戏到中午才睡，以为醒来都过12点了，然鹅并没有。但是我微博发出来已经过0点了，害。补一句情人节快乐呜呜呜，你们选左还是右？,情人节快乐
4472247093536527,在家自我隔离第12天～给你们吹个「虫儿飞」吧～祝情人节快乐im山山的微博视频,情人节快乐
4471910672747757,2/14=2月居家隔离14天🌹情人节快乐!,情人节快乐
4472259559511186,“教授”：祝你们每个人情人节快乐💖~请接受来自摄魂怪的吻💋~#哈利波特#,情人节快乐
4472172531728528,七濑胡桃超话♥情人节快乐♥♥演唱：七濑胡桃♥原唱：华晨宇♥日文填词：桃茶♥编曲：我是编曲罗PD超级厉害的本家様作詞:裴育作曲:华晨宇七濑胡桃menherachan的微博视频,情人节快乐
4471910672747757,2/14=2月居家隔离14天🌹情人节快乐!,情人节快乐
4472172531728528,七濑胡桃超话♥情人节快乐♥♥演唱：七濑胡桃♥原唱：华晨宇♥日文填词：桃茶♥编曲：我是编曲罗PD超级厉害的本家様作詞:裴育作曲:华晨宇七濑胡桃menherachan的微博视频,情人节快乐
4472259202888402,迟到的微博情人节快乐啊宝贝不要再惹你不高兴啦@芷蕴-佛山,情人节快乐
4471937529040944,张艺兴超话明天（现在是今天辣）过生日，18岁辣，抽两个姐妹嚯奶茶（等可以出去了再嚯）【转发】里面抽【两】个，其中一个抽关注了我的要求：EP≥10，唯，有一张年卡今晚开奖希望大家不要乱跑，情人节快乐，平安健康抽奖详情,情人节快乐
4472008605283770,和小赞谈恋爱真的很幸福吧。在你难过的时候拉着你一起温柔地拥抱一场夏雨，在你努力奔跑的时候举起手大声的告诉你他会陪你一起往前冲，在有关于你的节日用画笔悄悄地把你画进他的蓝图里。昨天他有没有牵着你的手一起倒数零点呢，应该有吧，还会给你一个很轻的吻，说他永远爱你，情人节快乐啊，老王。,情人节快乐
4472259101800450,情人节快乐！谢谢你陪在我身边！,情人节快乐
4472258917804026,#青2青春制作人代表蔡徐坤#cxk#陌森眼镜代言人蔡徐坤#收藏一个女朋友混剪大家情人节快乐啊@蔡徐坤cr.4ever_KUN的微博视频侵删,情人节快乐
4472219151365660,勋鹿超话#勋鹿文#《他与玫瑰》双视角短打情人节快乐鹿BOSSx吴杀手联文@小鹿Anger.,情人节快乐
4472258636639040,每次说画其实都没画（咕咕），想着昨天画完的，结果又和你们去打游戏了哈哈好久没画都不知道素描怎么画了那今天再补你一句情人节快乐@ls的小男神,情人节快乐
4472025034742028,#王一博新歌无感首次尝试作词#wyb#王一博奥迪q2l家族强音大使#“五分喜欢的人，恨不得把他挂在嘴上招摇过市。有七分喜欢，就只能跟至亲密友分享。有十分喜欢，那就谁也不舍得说了，憋着每天憋着一点小高兴，像只松鼠攒着满腮帮子的果仁”。迟到的情人节快乐💚🦁️...全文,情人节快乐
4472219151365660,勋鹿超话#勋鹿文#《他与玫瑰》双视角短打情人节快乐鹿BOSSx吴杀手联文@小鹿Anger.,情人节快乐
4472258653466698,宿哥回来的时候敲门，开门看见他手捧玫瑰花，说，情人节快乐，我快乐，快乐，玫瑰花，玫瑰花的巧克力，最原始的情人节礼物吧虽然拿过来就拍了张照片，不得不说每次收到花都好开心,情人节快乐
4472258636639040,每次说画其实都没画（咕咕），想着昨天画完的，结果又和你们去打游戏了哈哈好久没画都不知道素描怎么画了那今天再补你一句情人节快乐@ls的小男神,情人节快乐
4472254077485768,最近的小日常🍩🍩🍩久违的🅿️vlog✨✨✨来啦还有迟到的情人节快乐❤️钟惠玲kiko超话,情人节快乐
4472258405516063,@小赞的猫儿哇偶～太惊喜了吧！！！莫名有种凑情人节快乐的感觉昨天的糖🍬和今天的糖🍬都太甜了！！！！！打call！！！肖战超话肖战最好的你超话,情人节快乐
4472257512298979,周深超话【前方注意糖分超标!🍓】萌点甜向混剪｜竖屏可爱体验周星小朋友以及他的朋友们「他是我的小朋友不让人省心的小朋友」迟来的㊗️大嘎情人节快乐！Andblesshim的微博视频,情人节快乐
4472257478552502,补一张情人节🌹情人节快乐王一博@UNIQ-王一博上色改天，本人上色废💔#想坐王一博的副驾驶#wyb#王一博有翡#王一博有翡陪你到世界之巅陈情令闭嘴爱吧王一博人间至味是清欢天天向上极限青春创造101王一博谢允蓝忘机季向空齐景轩昌林林佳一王一博蔚逸晨滕净赵书宇...全文,情人节快乐
4472228143784805,德云中学超话此版本德云中学3班怎么能缺少呢虽然情人节已过但还是要祝德云3班的小朋友们情人节快乐！Andy的张艺凡的微博视频,情人节快乐
4472012607353635,铁头姐姐:家里最后一只帝王蟹，先吃个蟹腿棒吧#吃播##海鲜##情人节快乐#头条狗的微博视频,情人节快乐
4472203645058563,Jankos:我和我的女朋友祝大家情人节快乐#英雄联盟##LEC#,情人节快乐
4472255557484783,情人节快乐男朋友没有变但是合照是没新的了希望接下来我们继续一起进步也希望还单身的好姐妹明年能有归宿美国,情人节快乐
4472000653351153,#晚安，理想#一对80岁的老夫妻弹起了《飞屋环游记》里那首经典的《MarriedLife》，幸福的日子总是过得太快。祝大家情人节快乐🌹看理想vistopia的微博视频,情人节快乐
4472246141410265,在每個節日，最幸福的禮物就是擁有健康的你們❤️！,情人节快乐
4471950825202228,我们的恋爱过程📒先祝大家情人节快乐✨#情人节#希望我们一直这样平平淡淡简单幸福的一直下去祝大家也早日找到跟自己三观相同兴趣爱好相同能一起分享好多好多快乐的人呀❤️成都S允恩的微博视频,情人节快乐
4472210204695689,连淮伟超话⚡️#连淮伟0318生日快乐#⚡️#连淮伟我们在行动#⚡️我来了我带着我的xxj画风来了迟到的情人节快乐@连淮伟,情人节快乐
4472245088545534,今天情人节，本来想出去吃一顿，结果郑太8点才下班回家。回家之后陪着伊宝又唱又跳，10点才把伊宝放倒睡着，互相说声情人节快乐。不是不想有仪式感，带着娃哪来的时间和精力。礼物我现在也不买了，之前自己选的礼物iPadPro和黑卡最后都是积灰的下场。直男品味的我是没办法给郑太什么惊喜了，直接...全文,情人节快乐
4471990918707997,赫海超话李赫宰超话李东海超话情人节献礼李俩小情侣今天很意外的一直安安静静哈哈哈那咱们就看看旧糖吧～大家情人节快乐！祝各位都能找到自己的李赫海💙💙💙（我拥有大云哥就可以了）天尧好个周的微博视频,情人节快乐
4471990934981526,#家是最好的旅游地#情人节快乐#情人节这样过#穿着情侣装的victoria#情人节硬核穿搭##春节摄影大赛#绿洲,情人节快乐
4472254538694032,LadyGaga超话太好看了我就顺手做了张壁纸祝妈妈情人节快乐,情人节快乐
4472254262112895,专属我的宝可梦是他✨我飞向宇宙却被你逮回你的小小星球🪐2.14情人节快乐我的男孩❤️,情人节快乐
4471851952136274,祝大家情人節快樂Happyvalentine'sDay記得跟喜歡的人用力的告白！一定會成功！每個人都要幸福喔♥️♥️♥️🍓🍓🍓🍉🍉🍉第一眼MV希望大家會喜歡情人節過好過滿Loveyou😘@獅子___LION狮子LION超话#亚洲新歌榜#萧敬腾的微博视频,情人节快乐
4472204379148929,【Jankos：我和我的女友祝大家情人节快乐】配图：右手,情人节快乐
4472253570150313,【#谢芝齐#祝大家「情人节快乐」　网友发毛：还是单身比较好】对不起!!!小编这一刻决定单身了(paper)颜毓麟超话想见你超话#想见你#ETtoday星光雲官方微博的微博视频,情人节快乐
4472199052618597,天乐Thep超话【20200215】ins搬运（天乐那边今天才是情人节）so情人节快乐！！@天乐Thep,情人节快乐
4472192413112054,有没有被这一对甜到？美国时间的情人节快乐！#我们是独行侠##NBA新秀赛##2020nba全明星周末#,情人节快乐
4472252948878721,郑嘉颖超话陈凯琳超话【Rafael一歲生日】囝囝出世生活從此不一樣陳凱琳樂做素顏媽媽鄭嘉穎與陳凱琳（Grace）的寶貝囝囝鄭承悅（Rafael）於去年情人節出世，今個情人節1歲生日，爸爸在社交網發文，留言：「「祝大家情人節快樂！祝Rafa一歲生日快樂！」被爸媽左右兩邊錫錫的Rafa露出天真笑...全文,情人节快乐
4471966678939558,~HAPPYVALENTINE~#松村沙友理#给大家的#情人节#特别视频来啦♪乃木坂46超话#情人节快乐#乃木坂46的微博视频,情人节快乐
4472199052618597,天乐Thep超话【20200215】ins搬运（天乐那边今天才是情人节）so情人节快乐！！@天乐Thep,情人节快乐
4472123722301609,情人节快乐～姐妹俩今天收到了“男朋友”的巧克力哦。妈妈没人疼。没人爱。只能沾沾女儿的喜气。#情人节这样过#,情人节快乐
4472192413112054,有没有被这一对甜到？美国时间的情人节快乐！#我们是独行侠##NBA新秀赛##2020nba全明星周末#,情人节快乐
4472252948878721,郑嘉颖超话陈凯琳超话【Rafael一歲生日】囝囝出世生活從此不一樣陳凱琳樂做素顏媽媽鄭嘉穎與陳凱琳（Grace）的寶貝囝囝鄭承悅（Rafael）於去年情人節出世，今個情人節1歲生日，爸爸在社交網發文，留言：「「祝大家情人節快樂！祝Rafa一歲生日快樂！」被爸媽左右兩邊錫錫的Rafa露出天真笑...全文,情人节快乐
4471966678939558,~HAPPYVALENTINE~#松村沙友理#给大家的#情人节#特别视频来啦♪乃木坂46超话#情人节快乐#乃木坂46的微博视频,情人节快乐
4472144862055217,肖战超话#肖战情人节快乐#xz#肖战roseonly品牌代言人#你所有的努力都会得到回报你是我的心动@X玖少年团肖战DAYTOYcutMorningGlory_肖战资源博的微博视频,情人节快乐
4471960496943838,我知道你们都有乖乖待在家既然见不了面礼物就送一首情歌吧情人节快乐❤️#情人节这样过##比心传递爱#绿洲TGM-贝汯璘的微博视频,情人节快乐
4471999340524187,知道你们还没睡情人节快乐！晚安！#这里是巴黎#❤️💙巴黎圣日耳曼的微博视频,情人节快乐
4472252252303585,这个情人节晚餐超🉑️我觉得我的花艺厨艺很🉑️他的厨艺也很🉑️反正#情人节快乐#🉑️就完事了,情人节快乐
4472252068743575,唯一单身的来祝你们情人节快乐呀50Feet,情人节快乐
4472131822065174,内个，我刚刚拍好视频，今天争取剪辑好晚上发出来，这个星期小朋友病了都没时间拍视频，大家情人节快乐美国·佛罗里达市CeciCChen的微博视频,情人节快乐
4471960496943838,我知道你们都有乖乖待在家既然见不了面礼物就送一首情歌吧情人节快乐❤️#情人节这样过##比心传递爱#绿洲TGM-贝汯璘的微博视频,情人节快乐
4471999340524187,知道你们还没睡情人节快乐！晚安！#这里是巴黎#❤️💙巴黎圣日耳曼的微博视频,情人节快乐
4472252252303585,这个情人节晚餐超🉑️我觉得我的花艺厨艺很🉑️他的厨艺也很🉑️反正#情人节快乐#🉑️就完事了,情人节快乐
4472138070892933,这几天，情绪不好，就打着想他的旗号作呀作，我好气自己，l先生这些天很忙，我还添乱，昨天情人节，l先生发了情人节快乐，发来了520红包，我没领…我好想抱抱他亲个不停嘻嘻我就是喜欢，我在闹，他在笑，他哈哈哈无奈的笑，他气的说“打死你，小屁孩”就是喜欢这种感觉，这种时刻被你想念的感...全文,情人节快乐
4472252068743575,唯一单身的来祝你们情人节快乐呀50Feet,情人节快乐
4472196514651606,FranklinYu余衍林超话一觉醒来幸好美国时间的情人节还没过趁着我睡着还把头像偷偷给换了哼哼情人节快乐啊啊啊啊啊啊啊也不知隔了一个太平洋的你听到了嘛@franklinyu余衍林,情人节快乐
4472251573279229,虽然晚了一天，但是太可爱了。所以还是祝大家情人节快乐哈哈哈💐Kersonini的微博视频,情人节快乐
4471962581442258,情人节快乐！为了保护你就不说具体是谁了，反正你也正在看这条微博～🍬,情人节快乐
4472123546286029,#情人节快乐#PureLove🤍Thxbae绿洲英国·剑桥大学,情人节快乐
4472276218875673,#云村在行动#抗疫防疫，我们在一起即使此刻没有阳光，我们依然要努力地拥抱春天。歌手@D5_徐炳超温暖发声，和你们在一起#武汉加油#>>网页链接网易云音乐的微博视频,武汉加油
4472271864979375,#漫画战“疫”#【人民日报新媒体x#哔哩哔哩漫画#】联合出品：《与时间赛跑的“病人”医生》动态漫版本上线了，本篇改编自#金银潭医院院长真实故事改编漫画#我们希望仅以此片献给仍在一线奋斗的医护人员，武汉加油，中国加油！《与时间赛跑的“病人”医生》漫画原作：人民日报新媒体@人民日报、...全文,武汉加油
4472274981523727,#成都下雪#武汉加油，一块过关信阳,武汉加油
4472280212402545,"今天是2020.2.15,这是京杭大运河武林门码头段，水路的交通正在慢慢复苏，一切都是那么的井井有序，随着春天的到来，相信这场疫情马上就会结束。杭城又会显示出生机勃勃、繁荣向上的景象。加油武汉💪加油中国💪杭州·武林外滩郑勇-道知斋之三的微博视频",武汉加油
4472280174388838,#防控疫情小贴士#我们与鹿晗@M鹿M一起为武汉加油！为中国加油！战“疫”情，我们一起！#什么是炎症风暴#追剧小主妇的微博视频,武汉加油
4472280141101909,【宁波明起推行“全域一码通”】宁波市政府新闻办今天下午召开发布会通报说，明天将在全市推行“宁波全域一码通”。通俗来说，“宁波全域一码通”就是宁波版的“健康码”。采用电子码与纸质同步部署，即“甬行码+甬行证”模式。当事人可通过“支付宝”、“微信”、“阿拉警察”等网络平台自行申报填写...全文,武汉加油
4472280124274146,#一线医护的真实工作状态##武汉保卫战湖北保卫战全面总攻##直击疫情防控第一线##武汉加油##万众一心抗击新冠肺炎##共同战疫##武汉你好吗##致敬疫情前线医护人员#一线医护人员上班时的穿着，不说亲身体验了，就是完整看一遍很多人都没耐心，想想他们长时间闷在里面，辛苦可想而知。...全文,武汉加油
4472280123880935,#百位明星视频彩铃为战疫加油#我们和黄子韬一起为武汉加油中国加油，我们一起渡过这次难关！#每趟列车都预留临时隔离区#港影放映室的微博视频,武汉加油
4472280077856931,庚子鼠年初雪雪消疫散#武汉加油##下雪啦#庄河市紫薰陌殇的微博视频,武汉加油
4472265398275708,#卫健委湖北防控工作到了最吃紧的时候##湖北一半以上确诊病例都用中医药治疗#尽自己最绵薄之力，向武汉一线抗疫英雄致敬！愿河清海晏，国泰民安！武汉加油！中国加油！,武汉加油
4472280589238478,【万众一心，共同战“疫”，中国女排为武汉加油】#女排为武汉加油MV#：越是困难时刻，越应焕发出顽强拼搏的精神斗志！团结一心，奋勇拼搏，为武汉加油！排除万难，众志成城，我们一定能够赢得这场防疫阻击战！中国女排的微博视频,武汉加油
4472280577046015,#武汉加油#❄️花瓢瓢武汉曉月夫人tiffany的微博视频,武汉加油
4472280568193167,#冀法战疫#【石家庄藁城法院干警坚守“抗疫”一线——恪尽职守抗疫情，网上开庭解纠纷】在抗击新型冠状病毒感染肺炎疫情的阻击战中，石家庄藁城法院的每一位干警都坚守在“抗疫”一线，竭尽所能，为打赢这场战役提供强有力的司法保障。2月12日，藁城法院法官关琳琳利用互联网技术，在双方当事人及其委...全文,武汉加油
4472280551796247,#武汉加油##致敬疫情前线医护人员#黄杉从事护理工作，怀孕不到2个月，就出现了自然流产，1月10日进行了清宫手术。1月20日主动回到科室“请战”。军中军魂的微博视频,武汉加油
4472280535457875,【温州首例新冠肺炎患者产下的新生儿未受感染，医护人员当起“临时父母”】今天，乐清市一新冠肺炎患者诞下的男婴隔离期满，经各项检测，生命体征稳定，确定未感染新冠肺炎。据了解，这位母亲是1月30日夜里来到乐清市人民医院就医，她是从武汉回乐清，出现咳嗽伴发热等症状，CT显示两侧...全文,武汉加油
4472280531249744,希望冰雪融化之时⛄，也是病毒不见之日，武汉加油,武汉加油
4472280464168796,比利时钢琴家尚·马龙为中国创作了一首“战疫防疫”的国际公益曲《黎明的编钟声》（CHIMEOFTHEDAWNBELLS），歌曲中融入编钟等湖北元素，还有一段自己的中文独白：“夜走了，天亮了。天空和钟声一同醒来了，樱花在温暖的春风中飞扬。武汉，我们在等你！”武汉z柯罗娜的微博视频,武汉加油
4472275933867810,🏥|伤情更新金泰延与王刚训练中拼抢相撞，两人分别遭遇不同程度的受伤金泰延（肋骨骨裂）至少伤停四周王刚（被撞的不轻）有机会赶上这场亚冠金玟哉（脚踝扭伤）在韩国康复治疗，不会亮相这场亚冠2月18日20:00，PP体育直播亚冠第二轮-清莱联vs北京国安#梦想永不息##武汉加油#,武汉加油
4472280371835551,龙江大米请查收#支援武汉#武汉加油周黑鸭加油中国加油佳木斯·桦南县我韩啊的微博视频,武汉加油
4472280891498825,万城空巷只为了明天更好🙏🙏🙏加油中国!武汉加油伊春草莓green2的微博视频,武汉加油
4472280874392319,【这是#隔离病房跟拍28小时#】多年后，人们会再次提起2020年。岁末年初，我们经历了一段难忘的时光。而现在的一切安好，只是因为有他们守护。隔离病房跟拍28小时↓↓平安归来，我们等你。#武汉加油#，中国加油！@8KRAW人民日报的微博视频,武汉加油
4472280837105298,闭关的第二十四天，看看窗外的雪景❄️#武汉加油##下雪啦#武汉Ashley猫眼中的平行世界的微博视频,武汉加油
4472265573464613,武汉加油！中国加油！抗击疫情！众志成城！曹博轩的微博视频,武汉加油
4472280736313850,一年一春终现雪，天兵天将来镇邪，待到江城重开日，与尔共赏花前月。武汉加油荆州Flowing_blue的微博视频,武汉加油
4472280707476473,每天凌晨四点左右的样子也不晓得是数到多少只羊睡着的迫切希望回到上班的状态累并快乐着时间快一点钱钱多一点大武汉加油❤️武汉,武汉加油
4472265398275708,#卫健委湖北防控工作到了最吃紧的时候##湖北一半以上确诊病例都用中医药治疗#尽自己最绵薄之力，向武汉一线抗疫英雄致敬！愿河清海晏，国泰民安！武汉加油！中国加油！,武汉加油
4472280605812925,#湖北一半以上确诊病例都用中医药治疗#中医荮的荮性，先人们都有详细记载，古代发生疫情也都是用中荮，从目前中医药治疗来看，让我们看到了曙光。#冒泡大锦鲤##战疫打卡行动##武汉加油#,武汉加油
